audienceScore,criticsScore,emsId,fallbackPosterUrl,id,isVideo,mediaUrl,mpxId,posterUri,releaseDateText,title,trailerUrl,type
"{'score': '100', 'sentiment': 'positive'}","{'certifiedAttribute': 'criticscertified', 'score': '91', 'sentiment': 'positive'}",cc68d6bb-6d2c-388e-959f-d241b4bad34a,//images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,cc68d6bb-6d2c-388e-959f-d241b4bad34a,True,/m/raging_fire,1928806467555,https://resizing.flixster.com/_vyksJ9VR-Veuhv9JEYV_bi42Aw=/180x258/v2/https://resizing.flixster.com/-4X5YkKInP3RBB4qhuQ-QOOFudo=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzA1NDY3MTI1LTFkYzQtNDQ5My1hNGE2LTk3ZWVjMzdmNDE3Zi5qcGc=,"Streaming Nov 23, 2021",Raging Fire,https://player.theplatform.com/p/NGweTC/pdk6_y__7B0iQTi4P/embed/select/media/l3IC5C8m2dBO,action
"{'score': '100', 'sentiment': 'positive'}",{'certifiedAttribute': ''},87a94713-52e0-32f7-9122-a66784618320,//images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,87a94713-52e0-32f7-9122-a66784618320,True,/m/the_bad_guys_reign_of_chaos,1597427267542,https://resizing.flixster.com/kuKKeXB69fXas6W0TCp99ugGyc0=/180x258/v2/https://resizing.flixster.com/hJ1ldN6VHkQGMLMLlrsq0ULJcBo=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2Q0ZWExMjA3LTYyYWQtNGU0ZS1iNTNiLWZlN2RhZmU0MmY5MC53ZWJw,"Streaming Dec 17, 2019",The Bad Guys: Reign of Chaos,https://player.theplatform.com/p/NGweTC/pdk6_y__7B0iQTi4P/embed/select/media/kQXEAr7Fj6gH,action
"{'score': '100', 'sentiment': 'positive'}","{'certifiedAttribute': '', 'score': '65', 'sentiment': 'positive'}",e7c00004-0f8e-4a9c-b8cc-3d69f0e3c59f,//images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,e7c00004-0f8e-4a9c-b8cc-3d69f0e3c59f,True,/m/four_samosas,2092099651880,https://resizing.flixster.com/CyOg6AVqeajLQBifGElkJMMito8=/180x258/v2/https://resizing.flixster.com/D8v8ORKAVlebBw3FNjy2uZcrhIA=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzE4MzY5NThhLWM4ZWUtNDFkOC1iYzcxLTNhMjZmZGU3ZTRlOC5qcGc=,"Streaming Dec 2, 2022",Four Samosas,https://player.theplatform.com/p/NGweTC/pdk6_y__7B0iQTi4P/embed/select/media/pf4zENyBG058,action
"{'score': '100', 'sentiment': 'positive'}","{'certifiedAttribute': '', 'score': '96', 'sentiment': 'positive'}",4e2abf29-91d0-3c22-8951-53b0c254ad21,//images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,4e2abf29-91d0-3c22-8951-53b0c254ad21,True,/m/the_roundup_2022,2057835075998,https://resizing.flixster.com/SPhgBaChx9b0SDZ9kI5B41f9Vsk=/180x258/v2/https://resizing.flixster.com/R9N9qOoZaH2KA0cUWSc5aLwGmw4=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2Q1NDc3OTUwLWY3ODEtNDUwMy04NTkyLTFjYWEyZTU0NDM5Ny5qcGc=,"Streaming Aug 9, 2022",The Roundup,https://player.theplatform.com/p/NGweTC/pdk6_y__7B0iQTi4P/embed/select/media/fT87zV4hUej5,action
"{'score': '100', 'sentiment': 'positive'}",{'certifiedAttribute': ''},d1e95e07-bcbe-35bc-8044-77837eb69ddc,//images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,d1e95e07-bcbe-35bc-8044-77837eb69ddc,False,/m/flukt_2012,None,https://resizing.flixster.com/Th5yVZlj8JlIBzCj5l10901Hl_8=/180x258/v2/https://flxt.tmsimg.com/assets/p9920405_p_v8_ad.jpg,"Streaming Nov 4, 2013",Escape,None,action
"{'score': '100', 'sentiment': 'positive'}",{'certifiedAttribute': ''},4fb4f0e9-34c3-3eaf-9fe6-de1e74806c1e,//images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,4fb4f0e9-34c3-3eaf-9fe6-de1e74806c1e,False,/m/who_killed_captain_alex,None,https://resizing.flixster.com/ZaNU1gaewUahwK274za6Tn_uSsA=/180x258/v2/https://flxt.tmsimg.com/assets/p12555741_p_v8_aa.jpg,"Streaming Oct 21, 2019",Who Killed Captain Alex?,None,action
"{'score': '100', 'sentiment': 'positive'}",{'certifiedAttribute': ''},758035f7-32ed-3f8b-9035-9cde278399ac,//images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,758035f7-32ed-3f8b-9035-9cde278399ac,False,/m/house_of_cards_2012,None,https://resizing.flixster.com/whqNYSB0769mOopgAGJ5p5KcXjU=/180x258/v2/https://flxt.tmsimg.com/assets/p10780146_p_v8_ab.jpg,"Streaming Nov 18, 2016",House of Cards,None,action
"{'score': '100', 'sentiment': 'positive'}",{'certifiedAttribute': ''},5d7b8387-54d7-3f02-b744-1362037ba9ca,//images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,5d7b8387-54d7-3f02-b744-1362037ba9ca,False,/m/el_dorado_city_of_gold,None,https://resizing.flixster.com/FnrGgtKmEIit9za_MntmIqxh1WU=/180x258/v2/https://flxt.tmsimg.com/assets/p11185657_p_v8_ad.jpg,"Streaming Jul 1, 2019",El Dorado: City of Gold,None,action
"{'score': '100', 'sentiment': 'positive'}",{'certifiedAttribute': ''},7669265d-c402-3fb0-b553-7567c6f04b26,//images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,7669265d-c402-3fb0-b553-7567c6f04b26,False,/m/ghost_in_the_shell_the_new_movie_2015,None,https://resizing.flixster.com/J9tqOgx1KTNG-CIY9DiHZ-_t3q0=/180x258/v2/https://flxt.tmsimg.com/assets/p12220653_p_v8_aa.jpg,"Streaming Aug 10, 2016",Ghost in the Shell: The New Movie,None,action
"{'score': '100', 'sentiment': 'positive'}",{'certifiedAttribute': ''},c71f0993-b214-3cf8-8c87-66824ecd1918,//images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,c71f0993-b214-3cf8-8c87-66824ecd1918,False,/m/commando_mengele_1987,None,https://resizing.flixster.com/IRw6EQOHajhpeRLJNxenFepmfIA=/180x258/v2/https://flxt.tmsimg.com/assets/p21505_p_v8_aa.jpg,"Streaming Jan 19, 2018",Angel of Death,None,action
"{'score': '100', 'sentiment': 'positive'}",{'certifiedAttribute': ''},11bd430c-974c-3bbc-bfa2-9b41680c9a82,//images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,11bd430c-974c-3bbc-bfa2-9b41680c9a82,False,/m/dead_heist,None,https://resizing.flixster.com/b_mUNVOxtC0FPnpa3vtkANBMmDQ=/180x258/v2/https://flxt.tmsimg.com/assets/p179648_v_v8_ac.jpg,"Streaming Apr 3, 2016",Dead Heist,None,action
"{'score': '100', 'sentiment': 'positive'}",{'certifiedAttribute': ''},b049f7bd-adf8-48f2-bc01-f820d5147aa8,//images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,b049f7bd-adf8-48f2-bc01-f820d5147aa8,True,/m/boris_and_the_bomb,1728216131845,https://resizing.flixster.com/O8pTXDoZUA4e3m37bPia7KHLI64=/180x258/v2/https://flxt.tmsimg.com/assets/p18240118_p_v8_aa.jpg,"Streaming Apr 27, 2020",Boris and the Bomb,https://player.theplatform.com/p/NGweTC/pdk6_y__7B0iQTi4P/embed/select/media/r0Tj2p3TknTV,action
"{'score': '100', 'sentiment': 'positive'}",{'certifiedAttribute': ''},204020e0-6720-3d6a-84ca-efd75989e82e,//images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,204020e0-6720-3d6a-84ca-efd75989e82e,False,/m/iron_temple,None,https://resizing.flixster.com/h1mktMJnR2NTuwjWWf3veizlX5E=/180x258/v2/https://flxt.tmsimg.com/assets/p20722253_v_v13_aa.jpg,"Streaming Nov 2, 2021",Iron Temple,None,action
"{'score': '100', 'sentiment': 'positive'}",{'certifiedAttribute': ''},06471d20-f515-3cb2-8213-f9a79f9f67d5,//images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,06471d20-f515-3cb2-8213-f9a79f9f67d5,False,/m/hunter_2006,None,https://resizing.flixster.com/BHogutDueRXn0t0iQQMvmC05dak=/180x258/v2/https://flxt.tmsimg.com/assets/p11273477_p_v8_aa.jpg,"Streaming May 23, 2017",Hunter,None,action
"{'score': '100', 'sentiment': 'positive'}",{'certifiedAttribute': ''},ec936d7d-28eb-3c43-a11d-2e4d76e876d2,//images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,ec936d7d-28eb-3c43-a11d-2e4d76e876d2,False,/m/3_mighty_men,None,//images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,"Streaming Aug 11, 2017",3 Dev Adam,None,action
"{'score': '100', 'sentiment': 'positive'}","{'certifiedAttribute': '', 'score': '67', 'sentiment': 'positive'}",5aeeaf97-8a6a-35ae-b22d-1a15e88e2fa8,//images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,5aeeaf97-8a6a-35ae-b22d-1a15e88e2fa8,False,/m/fp2_beats_of_rage,None,https://resizing.flixster.com/n_iHKCxZJTfbPL27Cj4J6feDuuA=/180x258/v2/https://flxt.tmsimg.com/assets/p15955904_p_v8_aa.jpg,"Streaming May 23, 2019",FP2: Beats of Rage,None,action
"{'score': '100', 'sentiment': 'positive'}",{'certifiedAttribute': ''},9e2c3ab7-2e77-3372-aa1d-8beaf52933d9,//images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,9e2c3ab7-2e77-3372-aa1d-8beaf52933d9,False,/m/finding_hope_now,None,https://resizing.flixster.com/nw_NVoPh7YZNOhY9Bfl3mtKN7xc=/180x258/v2/https://flxt.tmsimg.com/assets/p8615851_v_v8_aa.jpg,"Streaming Sep 24, 2017",Finding Hope Now,None,action
"{'score': '100', 'sentiment': 'positive'}",{'certifiedAttribute': ''},ef83233f-4ecb-3505-a559-74e13d7954f1,//images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,ef83233f-4ecb-3505-a559-74e13d7954f1,True,/m/the_akron_holy_war,1058310211714,https://resizing.flixster.com/ayNak-80gMqlKJglY3UcoqlIqFU=/180x258/v2/https://flxt.tmsimg.com/assets/p14481328_p_v8_aa.jpg,"Streaming Oct 18, 2017",The Akron Holy War,https://player.theplatform.com/p/NGweTC/pdk6_y__7B0iQTi4P/embed/select/media/wpykqAxLsKPf,action
"{'score': '100', 'sentiment': 'positive'}",{'certifiedAttribute': ''},b841367f-024a-3b71-9b41-5986a824ff82,//images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,b841367f-024a-3b71-9b41-5986a824ff82,False,/m/shadow-boxing-2,None,https://resizing.flixster.com/Frcj3YVmEKWVvPw3ZHoX98ZnXZw=/180x258/v2/https://flxt.tmsimg.com/assets/p7940976_v_v8_aa.jpg,"Streaming Sep 28, 2021",Revenge,None,action
"{'score': '100', 'sentiment': 'positive'}",{'certifiedAttribute': ''},6eaeb69f-7130-3b7c-b78d-91431a01f38f,//images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,6eaeb69f-7130-3b7c-b78d-91431a01f38f,False,/m/attack,None,//images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,"Streaming Dec 19, 2017",Attack,None,action
"{'score': '100', 'sentiment': 'positive'}",{'certifiedAttribute': ''},2920ccbd-182e-3490-881f-aa096c20cb70,//images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,2920ccbd-182e-3490-881f-aa096c20cb70,False,/m/go-with-peace-jamil,None,https://resizing.flixster.com/MIxl4Yf8ZCuU2ybXI8OJ9amEEEI=/180x258/v2/https://flxt.tmsimg.com/assets/p9390628_p_v8_aa.jpg,"Streaming May 13, 2005",Go With Peace Jamil,None,action
"{'score': '100', 'sentiment': 'positive'}",{'certifiedAttribute': ''},27fca018-89e7-3010-b0f8-f26eb47310a1,//images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,27fca018-89e7-3010-b0f8-f26eb47310a1,False,/m/stunt_games,None,https://resizing.flixster.com/Oo9i1ckInNuqLqwY47N6Wh_5ZQU=/180x258/v2/https://resizing.flixster.com/SpZzXvHQHc8PrMh0ujbfC_QvPnk=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzc0YmM1MjRkLTRmYjAtNGI4Ny1hYzdmLTk2YWI0YmY5ZDFmZC53ZWJw,"Streaming Jul 26, 2020",Stunt Games,None,action
"{'score': '100', 'sentiment': 'positive'}",{'certifiedAttribute': ''},52350f45-5311-38f6-a1d6-6fbbc49e4ca6,//images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,52350f45-5311-38f6-a1d6-6fbbc49e4ca6,False,/m/gunturodu_2017,None,https://resizing.flixster.com/Anka3Gt4ytNXV13EbbD75-1XClw=/180x258/v2/https://flxt.tmsimg.com/assets/p13888158_v_v7_aa.jpg,"Streaming May 3, 2018",Zinda Hoon Main,None,action
"{'score': '100', 'sentiment': 'positive'}",{'certifiedAttribute': ''},42d39f7f-6217-3c98-a9e3-2463a329e612,//images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,42d39f7f-6217-3c98-a9e3-2463a329e612,False,/m/brick-city,None,https://resizing.flixster.com/3t7lfwQPCgMqix9unOiB1diizYk=/180x258/v2/https://flxt.tmsimg.com/assets/p10118311_p_v8_aa.jpg,"Streaming Sep 22, 2016",Brick City,None,action
"{'score': '100', 'sentiment': 'positive'}",{'certifiedAttribute': ''},2db58a95-ea2b-3a1a-8ea5-0aede92a831f,//images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,2db58a95-ea2b-3a1a-8ea5-0aede92a831f,False,/m/goli_soda_2014,None,https://resizing.flixster.com/O-Dr7afG0sf5xaQGvnNQYl38FCo=/180x258/v2/https://flxt.tmsimg.com/assets/p11341229_p_v8_aa.jpg,"Streaming Jan 1, 2018",Goli Soda,None,action
"{'score': '100', 'sentiment': 'positive'}",{'certifiedAttribute': ''},6324e02d-1f07-3aaf-b4f4-68b07f026ab8,//images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,6324e02d-1f07-3aaf-b4f4-68b07f026ab8,False,/m/political_rowdy,None,//images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,"Streaming Sep 29, 2020",Political Rowdy,None,action
"{'score': '100', 'sentiment': 'positive'}",{'certifiedAttribute': ''},eb8340fe-6a7e-378d-ae5f-0c3a77e03322,//images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,eb8340fe-6a7e-378d-ae5f-0c3a77e03322,False,/m/shaolin_vs_lama,None,https://resizing.flixster.com/n-JwmcI2DTDdh5Zt5qngUzkbggg=/180x258/v2/https://flxt.tmsimg.com/assets/p61425_p_v8_aa.jpg,"Streaming Aug 19, 2016",Shaolin vs. Lama,None,action
{},{'certifiedAttribute': ''},71392722-dd6d-37d7-97c7-5a2ddcfb7f79,//images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,71392722-dd6d-37d7-97c7-5a2ddcfb7f79,False,/m/soldier_of_war,None,https://resizing.flixster.com/jNMhAYF3vekp6jvACmwXyhdQAdM=/180x258/v2/https://flxt.tmsimg.com/assets/p14712003_v_v13_ac.jpg,"Streaming Apr 1, 2019",Soldier of War,None,action
"{'score': '100', 'sentiment': 'positive'}",{'certifiedAttribute': ''},318d7e44-7c32-35fc-9c13-cf0ec963de8c,//images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,318d7e44-7c32-35fc-9c13-cf0ec963de8c,False,/m/razorblade_city_2010,None,https://resizing.flixster.com/iyUvaH71BRMUdb_WzKPKDkkVlz0=/180x258/v2/https://flxt.tmsimg.com/assets/p8396631_p_v8_aa.jpg,"Streaming May 23, 2017",Razorblade City,None,action
"{'score': '99', 'sentiment': 'positive'}","{'certifiedAttribute': 'criticscertified', 'score': '96', 'sentiment': 'positive'}",db97d08b-0855-3d42-890f-829fddbdb1fa,//images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,db97d08b-0855-3d42-890f-829fddbdb1fa,True,/m/top_gun_maverick,2017606723964,https://resizing.flixster.com/muQdl8QOTaRQCfedkh-NQYfaGxs=/180x258/v2/https://resizing.flixster.com/TIM4kfHTVZrfpF0tYt9LIU69A5s=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzU1OWIwMWQwLWYyZDItNDk4Yi04MDIxLWI3OTJlNDI1NjA3NS5qcGc=,"Streaming Aug 22, 2022",Top Gun: Maverick,https://player.theplatform.com/p/NGweTC/pdk6_y__7B0iQTi4P/embed/select/media/BKI9tT9Xpk4y,action
"{'score': '99', 'sentiment': 'positive'}","{'certifiedAttribute': 'criticscertified', 'score': '98', 'sentiment': 'positive'}",f3602973-befc-3ef0-aacf-2a8d8a3ff384,//images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,f3602973-befc-3ef0-aacf-2a8d8a3ff384,True,/m/demon_slayer_kimetsu_no_yaiba_the_movie_mugen_train,1882509891962,https://resizing.flixster.com/1AvWLiT5wpWTkIUS3lhcD03uads=/180x258/v2/https://resizing.flixster.com/H9j5_zrJ7pzivfH1owrTecm3uso=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzJkNGRlYzE0LTkwMTktNDA5NC1hMzlhLTMwYjQ5MTY3ODg0Ny5qcGc=,"Streaming Jun 22, 2021",Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,https://player.theplatform.com/p/NGweTC/pdk6_y__7B0iQTi4P/embed/select/media/bbQMnKgaLDOe,action
"{'score': '99', 'sentiment': 'positive'}",{'certifiedAttribute': ''},f683dfaa-253f-37b7-8c51-a908260c5003,//images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,f683dfaa-253f-37b7-8c51-a908260c5003,False,/m/my_hero_academia_heroes_rising_2019,None,https://resizing.flixster.com/JVD6GXtObGnaKZKrMinF3Ve8ITg=/180x258/v2/https://flxt.tmsimg.com/assets/p17809501_p_v8_ab.jpg,"Streaming Sep 17, 2020",My Hero Academia: Heroes Rising,None,action
"{'score': '99', 'sentiment': 'positive'}","{'certifiedAttribute': '', 'score': '17', 'sentiment': 'negative'}",2043ddef-23f7-3838-843e-eadce12d8015,//images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,2043ddef-23f7-3838-843e-eadce12d8015,True,/m/stoker_hills,1985918019522,https://resizing.flixster.com/hyv7uw4iBVp--ket3BAlX83SICU=/180x258/v2/https://resizing.flixster.com/XyZPiz8ZnfjTkaI20m5Kcu3Q2zk=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzAxOGRkYWIzLTBjMDItNGRkNS05MGFjLTkxMTM4ZmFlZjE0Yi5qcGc=,"Streaming Jan 14, 2022",Stoker Hills,https://player.theplatform.com/p/NGweTC/pdk6_y__7B0iQTi4P/embed/select/media/eCGxxjJBGyFh,action
"{'score': '99', 'sentiment': 'positive'}",{'certifiedAttribute': ''},2fdbfa36-2399-3b6d-8b60-2e5b610e6553,//images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,2fdbfa36-2399-3b6d-8b60-2e5b610e6553,False,/m/771473782,None,https://resizing.flixster.com/Kex3negLxanczfNBcU98HTNg2oQ=/180x258/v2/https://flxt.tmsimg.com/assets/p14203082_p_v13_ac.jpg,"Streaming Mar 8, 2018",Dangerous Game,None,action
"{'score': '98', 'sentiment': 'positive'}","{'certifiedAttribute': 'criticscertified', 'score': '91', 'sentiment': 'positive'}",4f12e008-d22e-35e3-ae66-0facd40741da,//images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,4f12e008-d22e-35e3-ae66-0facd40741da,True,/m/shang_chi_and_the_legend_of_the_ten_rings,1913650243750,https://resizing.flixster.com/WElR8M531vJAEBdym2uGsHEr2PA=/180x258/v2/https://resizing.flixster.com/bZGWzjLoyj0GXIQj8vs-8y0xMIA=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzY0NWJhN2RhLTg1Y2YtNDBmYS04YjQ0LWI5MWY4NmIwOGRjMy5qcGc=,"Streaming Nov 12, 2021",Shang-Chi and the Legend of the Ten Rings,https://player.theplatform.com/p/NGweTC/pdk6_y__7B0iQTi4P/embed/select/media/b_Z_tJmvlwNr,action
"{'score': '98', 'sentiment': 'positive'}","{'certifiedAttribute': 'criticscertified', 'score': '90', 'sentiment': 'positive'}",21681bee-d4ea-3bb9-a97e-c21ab5cfaef5,//images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,21681bee-d4ea-3bb9-a97e-c21ab5cfaef5,True,/m/my_hero_academia_heroes_rising,1703028291894,https://resizing.flixster.com/m-FRCcP-WVivc7FORtF3Zy7oxZ4=/180x258/v2/https://flxt.tmsimg.com/assets/p17809352_p_v8_ab.jpg,"Streaming Sep 17, 2020",My Hero Academia: Heroes Rising,https://player.theplatform.com/p/NGweTC/pdk6_y__7B0iQTi4P/embed/select/media/WOulbOXp_uUR,action
"{'score': '98', 'sentiment': 'positive'}","{'certifiedAttribute': 'criticscertified', 'score': '98', 'sentiment': 'positive'}",4af56495-98fb-36db-8cdd-1c88e7b672db,//images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,4af56495-98fb-36db-8cdd-1c88e7b672db,True,/m/jujutsu_kaisen_0_the_movie,2007628867666,https://resizing.flixster.com/8xrq7jq7-1mmdSd_SYZWIG2rGRU=/180x258/v2/https://resizing.flixster.com/0dU4a-JyouH-Boeu4CIYMyLFxxQ=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzRhOTE2MDQzLWM0NmItNDYyNC05NWVmLTlhMmYyMjNmYmZmMi5wbmc=,"Streaming Sep 21, 2022",Jujutsu Kaisen 0: The Movie,https://player.theplatform.com/p/NGweTC/pdk6_y__7B0iQTi4P/embed/select/media/Z890O_wlpEEh,action
"{'score': '98', 'sentiment': 'positive'}",{'certifiedAttribute': ''},dc4866a8-130d-3271-8a64-85a5789ec056,//images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,dc4866a8-130d-3271-8a64-85a5789ec056,True,/m/line_of_descent,1655011907506,https://resizing.flixster.com/zGRU9L2SnoCJflxkB09fv87MqqI=/180x258/v2/https://resizing.flixster.com/WPPvOzbJv033tEeBu_RefkHX3KA=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2YxMjU4YWRmLTdlNmMtNDY4Yy1iNDdhLTljZjgwOTk5ZTE4MS53ZWJw,"Streaming Dec 13, 2019",Line of Descent,https://player.theplatform.com/p/NGweTC/pdk6_y__7B0iQTi4P/embed/select/media/zD8a0L2aHqtX,action
"{'score': '98', 'sentiment': 'positive'}",{'certifiedAttribute': ''},e7f743b3-d180-3c4d-bea4-3cb73d124edf,//images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,e7f743b3-d180-3c4d-bea4-3cb73d124edf,False,/m/expo,None,https://resizing.flixster.com/gDDUhnHqGkZhhUwqdDXZy2w2xOI=/180x258/v2/https://flxt.tmsimg.com/assets/p17074497_p_v8_aa.jpg,"Streaming Aug 29, 2019",Expo,None,action
"{'score': '98', 'sentiment': 'positive'}",{'certifiedAttribute': ''},86a3e927-c4dc-3e4d-a3ac-c6bd4a9b42a9,//images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,86a3e927-c4dc-3e4d-a3ac-c6bd4a9b42a9,False,/m/mr_nookayya,None,https://resizing.flixster.com/gsE1tIboe-TWd9gVL-wijwKFNF4=/180x258/v2/https://flxt.tmsimg.com/assets/p9136315_p_v8_ab.jpg,"Streaming May 23, 2017",Mr. Nookayya,None,action
"{'score': '97', 'sentiment': 'positive'}","{'certifiedAttribute': 'criticscertified', 'score': '94', 'sentiment': 'positive'}",4ecba525-0751-3a00-8b8e-c7a10ff0e385,//images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,4ecba525-0751-3a00-8b8e-c7a10ff0e385,True,/m/star_wars_the_empire_strikes_back,1114070595550,https://resizing.flixster.com/xVccX1xDJAXkrMtmTZVHRbLSP0w=/180x258/v2/https://flxt.tmsimg.com/assets/p8884_p_v8_ae.jpg,"Streaming Apr 10, 2015",Star Wars: Episode V -- The Empire Strikes Back,https://player.theplatform.com/p/NGweTC/pdk6_y__7B0iQTi4P/embed/select/media/8MqRmU9q2n7v,action
"{'score': '97', 'sentiment': 'positive'}","{'certifiedAttribute': 'criticscertified', 'score': '100', 'sentiment': 'positive'}",e82e8623-76fa-3a2a-9fc3-1f5ce4fb4768,//images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,e82e8623-76fa-3a2a-9fc3-1f5ce4fb4768,True,/m/seven_samurai_1956,1156877891666,https://resizing.flixster.com/n1R2JLdiWDT7bELf2zaTHSwLkBg=/180x258/v2/https://flxt.tmsimg.com/assets/p5588_p_v8_au.jpg,"Streaming Nov 29, 2011",Seven Samurai,https://player.theplatform.com/p/NGweTC/pdk6_y__7B0iQTi4P/embed/select/media/wyeU94iXV5NY,action
"{'score': '97', 'sentiment': 'positive'}","{'certifiedAttribute': '', 'score': '0', 'sentiment': 'negative'}",cd9e4500-3982-3d5d-8a0c-dbf8edb249fd,//images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,cd9e4500-3982-3d5d-8a0c-dbf8edb249fd,False,/m/silver_circle,None,https://resizing.flixster.com/yK5L2kc1mOMoFzg2hk0P_R1A7tU=/180x258/v2/https://flxt.tmsimg.com/assets/p9788351_v_v8_aa.jpg,"Streaming Mar 11, 2017",Silver Circle,None,action
